IP Address,Host Name/DNS,Device Type/Model,Operating System,Reason for Exclusion,Repository,Confirmed,Entry Type
IP Address,Host Name/DNS,Device Type/Model,Operating System,Reason for Exclusion,Repository,Confirmed,Entry Type
134.164.40.35,,3D Printer,,3D Printer,,,Single IP Address
IP Address,Host Name/DNS,Device Type/Model,Operating System,Reason for Exclusion,Repository,Confirmed,Entry Type
134.164.40.35,,3D Printer,,3D Printer,,,Single IP Address
IP Address,Host Name/DNS,Device Type/Model,Operating System,Reason for Exclusion,Repository,Confirmed,Entry Type
134.164.40.35,,3D Printer,,3D Printer,,,Single IP Address
10.202.135.221,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.222,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.223,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.224,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.225,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.226,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.227,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.228,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.229,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.230,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.231,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.232,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.233,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.234,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.235,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.236,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.237,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.238,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.239,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.240,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.241,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.242,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.243,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.244,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.245,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.246,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.247,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.248,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.249,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.250,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.251,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.252,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.253,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.254,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
10.202.135.255,,Building Automation System,,Building Automation System,,,IP Network 10.202.135.0/24
129.229.21.102,,CERL Network Device,,CERL Network Device,,,Single IP Address
129.229.2.32,,CERL Sensors,,CERL Sensors,,,Single IP Address
129.229.2.36,,CERL Sensors,,CERL Sensors,,,Single IP Address
129.229.2.37,,CERL Sensors,,CERL Sensors,,,Single IP Address
129.229.2.44,,CERL Sensors,,CERL Sensors,,,Single IP Address
129.229.2.46,,CERL Sensors,,CERL Sensors,,,Single IP Address
129.229.2.48,,CERL Sensors,,CERL Sensors,,,Single IP Address
129.229.2.49,,CERL Sensors,,CERL Sensors,,,Single IP Address
129.229.2.51,,CERL Sensors,,CERL Sensors,,,Single IP Address
134.164.208.48,,CHL PLC,,CHL PLC,,,Single IP Address
134.164.56.7,,Controller,,Controller,,,Single IP Address
144.3.115.100,,CRREL Cameras,,CRREL Cameras,,,Single IP Address
144.3.115.106,,CRREL Cameras,,CRREL Cameras,,,Single IP Address
144.3.113.110,,CRREL Data Logger,,CRREL Data Logger,,,Single IP Address
144.3.153.202,,CRREL Data Logger,,CRREL Data Logger,,,Single IP Address
144.3.153.207,,CRREL Data Logger,,CRREL Data Logger,,,Single IP Address
144.3.153.208,,CRREL Data Logger,,CRREL Data Logger,,,Single IP Address
144.3.153.209,,CRREL Data Logger,,CRREL Data Logger,,,Single IP Address
144.3.153.210,,CRREL Data Logger,,CRREL Data Logger,,,Single IP Address
144.3.153.107,,CRREL IPMI,,CRREL IPMI,,,Single IP Address
144.3.108.51,,CRREL Security,,CRREL Security,,,Single IP Address
144.3.151.38,,CRREL Security,,CRREL Security,,,Single IP Address
180894722,,CUCM ,,CUCM ,,,IP Range 10.200.60.2-10.200.60.4
180894723,,CUCM ,,CUCM ,,,IP Range 10.200.60.2-10.200.60.4
199.123.89.91,,DCGSA POR Servers,,DCGSA POR Servers,,,Single IP Address
199.123.89.92,,DCGSA POR Servers,,DCGSA POR Servers,,,Single IP Address
2258928031,,Duck Processors,,Duck Processors,,,IP Range 134.164.129.159-134.164.129.161
2258928032,,Duck Processors,,Duck Processors,,,IP Range 134.164.129.159-134.164.129.161
129.229.90.0,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.1,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.2,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.3,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.4,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.5,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.6,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.7,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.8,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.9,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.10,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.11,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.12,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.13,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.14,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.15,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.16,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.17,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.18,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.19,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.20,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.21,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.22,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.23,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.24,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.25,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.26,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
129.229.90.27,,EX90 VTC,,EX90 VTC,,,IP Network 129.229.90.0/24
